date,open,high,low,close,volume
2022-02-07,172.33,173.9,171.5,171.99,23695
2022-02-08,171.98,175.24,171.32,174.69,22178
2022-02-09,174.72,176.72,174.67,176.43,19131
2022-02-10,176.43,176.49,171.79,172.15,26356
2022-02-11,172.2,173.05,168.0,168.63,27495
2022-02-14,166.18,169.52,165.53,168.69,27307
2022-02-15,168.69,172.55,168.52,172.32,19702
2022-02-16,172.25,173.3,170.02,172.09,20160
2022-02-17,172.09,172.49,168.76,169.05,19139
2022-02-18,169.01,170.5,166.17,167.48,23960
2022-02-22,163.61,166.63,162.12,164.52,37616
2022-02-23,164.5,166.18,159.88,159.93,32019
2022-02-24,159.92,162.45,152.03,162.18,53741
2022-02-25,161.99,164.96,160.64,164.87,37460
2022-02-28,161.87,165.37,161.84,164.9,33010
2022-03-01,164.87,166.55,162.32,163.32,33745
2022-03-02,163.32,167.3,162.51,166.11,32319
2022-03-03,166.07,168.87,165.7,166.26,34293
2022-03-04,166.28,166.35,162.08,162.88,34753
2022-03-07,160.51,164.97,158.45,158.54,34843
2022-03-08,158.53,162.84,155.77,156.63,42685
2022-03-09,156.54,163.35,156.45,162.7,34659
2022-03-10,162.53,162.8,155.97,158.14,33649
2022-03-11,158.14,161.86,154.4,154.53,35611
2022-03-14,153.86,155.45,150.1,150.81,27121
2022-03-15,150.78,155.54,148.9,154.93,25331
2022-03-16,154.94,160.07,154.44,159.66,29088
2022-03-17,159.67,160.43,157.6,159.88,21579
2022-03-18,159.92,164.49,159.3,164.3,18622
2022-03-21,163.25,166.3,162.98,165.4,34343
2022-03-22,165.4,169.38,164.98,168.82,31353
2022-03-23,168.81,172.6,167.74,170.31,35231
2022-03-24,170.21,174.02,170.0,173.95,34271
2022-03-25,173.96,175.24,172.73,174.54,36554
2022-03-28,172.2,175.69,170.68,175.57,33247
2022-03-29,175.52,178.91,175.06,178.6,46730
2022-03-30,178.59,179.58,176.67,177.75,30364
2022-03-31,177.79,178.57,174.65,174.76,29199
2022-04-01,174.82,175.6,171.92,173.98,31871
2022-04-04,174.1,178.52,174.1,178.4,23751
2022-04-05,178.36,178.49,174.38,175.31,28647
2022-04-06,175.09,175.31,170.09,171.25,35452
2022-04-07,171.24,173.27,169.84,171.79,31835
2022-04-08,171.78,173.04,169.21,169.95,29071
2022-04-11,168.06,169.01,165.41,165.53,29941
2022-04-12,165.52,169.83,165.15,167.6,36743
2022-04-13,167.66,171.0,166.75,170.15,29271
2022-04-14,170.17,171.24,165.19,165.37,27853
2022-04-18,163.97,166.56,163.66,165.59,23481
2022-04-19,165.69,167.7,163.88,166.34,27903
2022-04-20,166.34,169.11,166.07,167.49,31796
2022-04-21,167.49,171.49,165.88,166.34,32295
2022-04-22,166.14,167.83,161.2,161.49,34418
2022-04-25,161.01,163.16,158.43,163.07,25051
2022-04-26,163.04,163.2,153.81,154.25,23595
2022-04-27,154.11,159.75,153.97,158.39,29375
2022-04-28,158.39,169.79,156.47,164.25,28341
2022-04-29,164.48,166.06,153.42,157.84,34666
2022-05-02,158.37,158.54,153.27,157.98,36464
2022-05-03,157.95,160.56,156.29,159.48,34877
2022-05-04,159.47,166.01,159.1,165.57,33507
2022-05-05,165.48,166.07,155.0,157.76,38036
2022-05-06,157.73,159.41,154.23,157.03,39317
2022-05-09,154.63,155.8,151.55,151.96,38712
2022-05-10,151.93,156.71,151.68,154.11,41242
2022-05-11,154.1,156.65,146.06,146.73,42572
2022-05-12,146.65,146.71,138.83,141.24,50380
2022-05-13,141.38,148.06,141.38,146.65,38457
2022-05-16,146.04,147.5,144.18,145.2,32273
2022-05-17,145.24,149.75,145.03,149.22,33642
2022-05-18,149.27,149.57,139.95,140.81,34646
2022-05-19,140.86,141.64,136.65,137.8,44117
2022-05-20,137.76,140.46,132.61,137.2,40432
2022-05-23,138.35,143.41,137.65,143.25,32086
2022-05-24,143.23,143.25,137.32,140.7,32797
2022-05-25,140.68,141.77,138.01,139.7,33736
2022-05-26,139.76,144.33,137.13,143.55,30715
2022-05-27,143.54,149.9,143.5,149.83,26147
2022-05-31,150.14,150.63,146.83,148.85,40058
2022-06-01,148.86,151.71,147.67,148.37,40982
2022-06-02,148.41,151.16,146.84,151.13,39605
2022-06-03,151.08,151.56,144.45,145.38,43561
2022-06-06,147.38,148.56,144.88,146.25,38861
2022-06-07,146.15,148.95,143.78,148.22,37411
2022-06-08,148.28,149.83,147.45,147.88,33837
2022-06-09,147.89,149.33,142.4,142.84,40706
2022-06-10,142.85,143.38,137.09,137.37,43576
2022-06-13,132.89,135.18,131.97,132.3,37569
2022-06-14,132.29,133.88,131.48,132.82,34994
2022-06-15,132.79,137.29,132.16,135.4,33342
2022-06-16,135.34,136.63,129.28,130.46,36500
2022-06-17,130.41,133.06,129.82,131.49,33661
2022-06-21,134.46,137.03,133.28,135.85,26585
2022-06-22,135.85,137.74,132.74,135.05,28831
2022-06-23,135.12,138.46,134.11,137.69,27227
2022-06-24,137.74,141.59,137.74,141.53,26065
2022-06-27,142.8,143.44,141.09,141.91,27016
2022-06-28,141.92,143.4,137.29,137.4,25794
2022-06-29,137.39,140.66,136.64,139.07,27440
2022-06-30,139.1,139.17,133.77,136.77,28622
2022-07-01,136.69,138.98,135.39,138.98,27744
2022-07-05,138.3,141.57,136.91,141.5,20943
2022-07-06,141.49,144.11,140.18,142.83,21221
2022-07-07,142.84,146.54,142.58,146.0,17122
2022-07-08,146.02,147.53,144.23,146.97,19773
2022-07-11,145.59,146.62,143.79,144.98,24036
2022-07-12,144.91,148.43,143.81,145.78,26613
2022-07-13,145.79,147.64,142.1,145.14,33039
2022-07-14,145.15,148.94,143.23,148.47,29295
2022-07-15,148.57,150.84,147.98,150.01,30280
2022-07-18,151.77,151.85,146.8,146.81,27213
2022-07-19,146.84,151.83,146.26,151.7,29818
2022-07-20,151.69,153.7,150.34,152.29,28494
2022-07-21,152.29,155.56,151.92,154.99,31531
2022-07-22,154.99,156.25,153.4,154.26,28968
2022-07-25,154.07,155.22,152.21,152.64,26901
2022-07-26,152.51,153.06,150.8,152.25,27218
2022-07-27,152.33,157.27,151.61,155.86,28739
2022-07-28,155.78,163.49,154.4,163.41,38355
2022-07-29,163.64,163.98,157.29,162.38,44805
2022-08-01,162.06,163.57,160.88,161.54,19662
2022-08-02,161.54,162.4,159.52,160.04,20591
2022-08-03,160.09,166.55,159.84,165.86,18693
2022-08-04,165.88,167.18,164.43,165.63,19447
2022-08-05,165.58,165.83,162.98,165.22,20779
2022-08-08,165.75,167.78,164.19,164.84,27011
2022-08-09,164.92,165.8,163.43,164.93,27367
2022-08-10,164.92,169.12,164.8,168.83,29898
2022-08-11,168.84,170.97,168.32,168.76,29713
2022-08-12,168.77,172.08,168.41,172.02,26831
2022-08-15,171.06,173.37,170.66,172.97,22399
2022-08-16,172.95,173.84,171.66,173.82,27563
2022-08-17,173.83,176.13,172.09,174.55,29879
2022-08-18,174.28,174.88,173.11,174.13,30079
2022-08-19,174.1,174.16,171.18,171.26,26885
2022-08-22,169.1,169.83,167.17,167.65,27848
2022-08-23,167.68,168.69,166.63,166.92,84328
2022-08-24,166.94,168.38,166.22,167.85,80122
2022-08-25,167.74,170.07,167.48,170.0,79730
2022-08-26,169.99,171.09,162.58,162.8,87479
2022-08-29,161.45,162.88,159.82,161.43,34195
2022-08-30,161.44,163.24,157.7,159.12,36964
2022-08-31,159.12,160.53,157.36,157.56,39174
2022-09-01,157.56,158.47,154.65,158.4,41073
2022-09-02,158.32,160.34,154.95,155.98,43025
2022-09-06,156.85,157.26,153.71,154.72,88147
2022-09-07,154.52,156.64,153.59,155.82,87528
2022-09-08,155.85,156.33,152.67,154.45,91106
2022-09-09,154.46,157.78,154.23,157.48,83844
2022-09-12,158.26,164.24,158.23,163.74,84684
2022-09-13,163.76,164.87,153.36,153.79,95408
2022-09-14,153.85,157.08,153.23,155.6,92299
2022-09-15,155.66,155.94,151.36,151.84,88442
2022-09-16,151.83,151.98,148.35,150.71,91325
2022-09-19,149.43,154.73,148.68,154.52,34536
2022-09-20,154.55,158.06,153.07,157.02,39332
2022-09-21,156.96,158.68,152.98,153.33,46463
2022-09-22,153.38,154.86,150.9,152.68,31413
2022-09-23,152.64,153.08,148.55,150.61,29722
2022-09-26,150.61,153.75,149.09,150.56,32981
2022-09-27,150.58,154.66,149.92,151.74,31824
2022-09-28,151.7,152.07,144.82,149.47,32259
2022-09-29,149.47,149.77,140.66,141.94,29455
2022-09-30,141.97,143.48,137.83,137.99,31338
2022-10-03,136.64,143.05,136.52,142.62,46768
2022-10-04,142.65,146.2,142.39,145.98,47246
2022-10-05,145.99,147.36,143.01,146.26,46485
2022-10-06,146.21,147.51,144.61,144.8,48559
2022-10-07,144.73,145.18,139.43,139.97,46692
2022-10-10,139.01,141.85,138.55,140.48,26667
2022-10-11,140.4,141.33,138.2,139.13,30501
2022-10-12,139.18,140.42,138.14,138.44,26946
2022-10-13,138.42,143.51,133.64,142.65,37360
2022-10-14,142.67,144.58,138.29,138.37,32769
2022-10-17,139.54,142.87,139.51,142.44,44080
2022-10-18,142.44,146.67,140.61,144.16,52840
2022-10-19,144.16,145.49,141.47,143.85,50769
2022-10-20,143.89,145.86,142.43,143.32,48519
2022-10-21,143.37,147.83,141.51,147.53,50700
2022-10-24,145.75,150.21,145.55,149.35,46957
2022-10-25,149.25,152.41,148.63,151.09,44640
2022-10-26,151.1,151.96,148.03,149.58,50291
2022-10-27,149.73,149.88,136.26,144.0,53623
2022-10-28,142.98,157.48,139.31,156.2,58349
2022-10-31,154.63,155.09,151.93,153.36,48266
2022-11-01,153.38,155.64,149.12,150.28,47558
2022-11-02,150.28,152.1,144.23,144.6,51224
2022-11-03,144.51,144.88,138.58,139.01,52280
2022-11-04,139.09,142.53,134.36,138.18,58530
2022-11-07,136.87,139.12,135.44,138.9,23364
2022-11-08,138.91,141.4,137.46,139.53,22967
2022-11-09,139.58,139.91,134.57,134.88,24152
2022-11-10,134.86,147.22,134.69,147.19,26311
2022-11-11,147.23,149.98,144.34,149.37,26173
2022-11-14,148.45,150.26,147.41,148.45,43392
2022-11-15,148.45,153.55,148.37,149.99,52296
2022-11-16,150.05,150.54,147.27,148.72,46577
2022-11-17,148.71,151.46,145.78,151.02,46985
2022-11-18,151.05,152.34,149.95,150.97,45658
2022-11-21,150.04,150.61,147.69,148.0,41215
2022-11-22,148.01,150.21,146.9,150.0,40411
2022-11-23,149.94,151.78,148.75,151.1,42457
2022-11-25,148.19,148.85,147.09,148.12,18321
2022-11-28,145.82,146.61,143.37,144.48,41639
2022-11-29,144.47,145.3,140.33,141.25,45328
2022-11-30,141.24,148.17,140.55,148.06,48312
2022-12-01,148.02,149.11,146.59,148.18,45504
2022-12-02,148.17,148.54,145.0,147.53,42627
2022-12-05,147.69,150.89,145.75,146.85,41265
2022-12-06,146.78,147.58,141.93,142.97,43676
2022-12-07,142.88,143.35,139.99,140.92,46178
2022-12-08,140.92,143.5,140.63,142.68,42668
2022-12-09,142.69,145.53,140.88,141.98,43205
2022-12-12,142.39,144.52,141.04,144.29,38754
2022-12-13,144.17,150.5,144.12,145.32,51481
2022-12-14,145.31,146.63,141.17,143.4,47042
2022-12-15,143.31,143.46,136.0,136.35,47288
2022-12-16,136.35,137.61,133.71,134.34,47914
2022-12-19,135.36,135.69,131.3,132.22,42168
2022-12-20,132.21,133.23,129.89,132.49,48622
2022-12-21,132.52,136.78,132.49,135.57,43793
2022-12-22,135.56,135.67,130.3,132.15,46096
2022-12-23,132.11,133.3,129.62,131.77,46868
2022-12-27,131.11,131.32,128.71,129.97,36850
2022-12-28,129.94,130.99,125.86,126.23,44974
2022-12-29,126.2,130.47,126.02,129.49,44364
2022-12-30,129.46,129.78,127.43,129.74,41869
2023-01-03,130.89,131.36,124.15,125.01,46389
2023-01-04,124.98,128.63,124.78,126.18,50366
2023-01-05,126.1,127.82,124.74,125.11,48115
2023-01-06,125.11,130.26,124.38,129.31,47007
2023-01-09,130.13,133.39,129.91,130.07,41982
2023-01-10,130.06,131.23,128.1,130.69,45173
2023-01-11,130.69,133.48,130.34,133.37,42090
2023-01-12,133.35,134.63,131.43,133.17,50599
2023-01-13,133.16,134.9,131.64,134.56,43043
2023-01-17,134.19,137.27,134.09,135.99,18979
2023-01-18,135.99,138.58,134.87,135.08,22260
2023-01-19,135.01,136.22,133.22,135.67,21784
2023-01-20,135.63,137.9,134.2,137.85,17389
2023-01-23,137.49,143.29,137.05,141.09,42125
2023-01-24,141.02,143.15,139.56,142.82,44522
2023-01-25,142.83,142.94,138.79,141.54,46938
2023-01-26,141.55,144.23,141.23,143.49,45304
2023-01-27,143.5,147.2,143.04,145.96,44052
2023-01-30,144.11,145.53,142.88,143.09,43089
2023-01-31,143.09,144.23,141.39,143.69,43992
2023-02-01,143.7,146.57,141.33,145.71,47871
2023-02-02,145.65,151.34,142.3,144.73,56451
2023-02-03,144.92,157.34,143.92,154.35,65780
2023-02-06,153.23,153.41,150.76,151.64,46073
2023-02-07,151.63,155.21,150.71,153.93,49747
2023-02-08,153.99,154.59,151.14,152.36,47887
2023-02-09,152.35,154.3,150.4,150.99,46251
2023-02-10,150.85,151.31,148.66,150.92,46734
2023-02-13,150.67,154.24,150.43,153.69,17995
2023-02-14,153.7,155.02,150.85,153.0,30388
2023-02-15,153.05,155.48,151.94,155.27,21484
2023-02-16,155.28,156.31,152.99,153.25,22491
2023-02-17,153.24,153.28,150.84,152.49,22335
2023-02-21,150.48,151.27,148.38,148.49,41316
2023-02-22,148.46,149.92,147.15,149.23,47270
2023-02-23,149.23,150.26,147.22,149.17,44674
2023-02-24,149.16,149.24,145.7,146.62,43323
2023-02-27,147.02,149.14,146.79,147.95,17241
2023-02-28,147.92,149.06,146.86,147.13,17218
2023-03-01,147.18,148.45,144.99,145.28,20237
2023-03-02,145.3,146.68,143.51,145.79,19560
2023-03-03,145.77,151.14,145.27,151.11,16889
2023-03-06,152.26,156.28,152.06,153.58,41937
2023-03-07,153.61,154.35,151.11,151.53,45648
2023-03-08,151.55,153.45,151.24,152.9,43694
2023-03-09,152.91,154.51,150.21,150.6,45565
2023-03-10,150.59,151.99,147.58,148.6,53140
2023-03-13,150.01,153.08,146.11,150.52,56877
2023-03-14,150.52,153.38,149.98,152.69,49852
2023-03-15,152.71,153.22,149.89,152.72,54828
2023-03-16,152.76,156.35,151.62,155.92,48571
2023-03-17,155.92,156.72,154.26,154.94,48544
2023-03-20,153.87,157.78,153.77,157.44,44977
2023-03-21,157.45,159.35,156.52,159.17,43371
2023-03-22,159.16,162.12,157.55,157.97,45814
2023-03-23,157.98,161.53,157.65,159.18,47956
2023-03-24,159.18,160.28,157.78,160.26,47869
2023-03-27,159.71,160.74,157.85,158.17,40280
2023-03-28,158.18,158.3,155.96,157.62,38305
2023-03-29,157.62,160.98,157.53,160.61,36393
2023-03-30,160.62,162.45,160.18,162.3,37542
2023-03-31,162.2,164.93,161.66,164.81,37515
2023-04-03,163.79,166.1,163.64,166.0,37030
2023-04-04,166.01,166.94,165.08,165.55,39178
2023-04-05,165.6,165.82,161.78,163.63,39083
2023-04-06,163.61,164.93,162.0,164.57,37648
2023-04-10,161.75,161.92,160.07,161.73,13424
2023-04-11,162.0,162.1,160.5,160.82,11330
2023-04-12,161.35,162.03,159.77,159.95,17582
2023-04-13,161.7,165.77,161.66,165.38,12374
2023-04-14,164.97,166.3,163.81,164.94,16446
2023-04-17,164.61,165.37,164.05,165.2,32645
2023-04-18,166.02,167.39,165.64,166.44,33005
2023-04-19,165.89,168.15,165.53,167.38,31640
2023-04-20,166.43,167.85,165.54,166.24,32602
2023-04-21,165.25,166.43,164.48,165.04,32868
2023-04-24,164.81,165.58,163.88,165.16,31464
2023-04-25,165.63,166.28,163.72,164.1,33233
2023-04-26,163.69,165.27,163.0,163.89,33270
2023-04-27,165.85,168.52,165.36,168.43,31533
2023-04-28,168.94,169.84,167.87,169.35,33391
2023-05-01,169.83,170.44,168.63,169.5,32501
2023-05-02,170.09,170.33,167.53,168.64,33710
2023-05-03,169.76,170.92,167.15,167.4,36396
2023-05-04,164.46,167.03,164.3,165.79,36064
2023-05-05,171.23,174.29,170.75,173.65,33879
2023-05-08,172.54,173.83,172.16,173.6,13037
2023-05-09,173.28,173.51,171.82,171.9,10355
2023-05-10,173.11,173.98,171.9,173.52,17468
2023-05-11,173.55,174.56,172.16,173.7,13731
2023-05-12,173.66,174.05,170.99,172.56,13313
2023-05-15,172.98,173.15,171.46,172.08,11979
2023-05-16,172.25,173.12,171.78,172.13,12576
2023-05-17,171.76,172.9,170.42,172.86,15530
2023-05-18,173.22,175.1,172.57,174.89,18213
2023-05-19,175.9,176.28,174.94,175.21,20025
2023-05-22,174.19,174.71,173.44,174.22,15907
2023-05-23,172.69,173.34,171.27,171.78,16715
2023-05-24,171.24,172.41,170.53,171.92,19267
2023-05-25,172.94,173.89,171.68,173.15,20847
2023-05-26,173.28,175.76,173.28,175.4,16482
2023-05-30,176.94,178.96,176.59,177.05,22498
2023-05-31,177.66,179.33,177.41,177.52,22185
2023-06-01,177.5,180.07,176.93,179.79,19013
2023-06-02,181.11,181.73,179.25,181.0,19606
2023-06-05,182.34,184.94,178.01,179.37,26294
2023-06-06,179.0,179.69,177.43,179.2,20917
2023-06-07,179.06,181.2,177.31,177.67,24387
2023-06-08,178.41,180.82,177.48,180.51,18051
2023-06-09,181.66,182.22,180.62,181.0,21462
2023-06-12,181.47,183.68,180.96,183.59,16531
2023-06-13,183.15,184.13,182.44,183.36,21744
2023-06-14,183.08,184.38,182.03,183.49,23135
2023-06-15,184.04,186.5,183.89,186.04,20431
2023-06-16,186.35,186.45,184.66,184.81,20020
2023-06-20,184.78,186.09,184.51,185.2,19096
2023-06-21,184.74,185.4,182.58,184.12,21178
2023-06-22,184.16,186.86,184.0,186.86,19543
2023-06-23,185.59,187.55,185.0,186.61,18295
2023-06-26,186.61,188.04,185.42,185.52,22133
2023-06-27,186.07,188.38,185.66,188.11,17698
2023-06-28,187.92,189.89,187.6,188.7,20732
2023-06-29,189.66,190.03,188.93,189.2,18523
2023-06-30,191.35,194.45,191.24,194.33,15624
2023-07-03,193.71,193.87,191.77,192.46,7996
2023-07-05,191.97,192.97,190.62,191.44,14216
2023-07-06,190.28,191.91,189.2,191.64,15038
2023-07-07,191.28,192.64,190.25,190.84,13713
2023-07-10,189.96,189.96,187.03,188.52,17688
2023-07-11,188.87,189.02,186.59,187.85,15399
2023-07-12,189.92,191.69,188.46,189.79,18705
2023-07-13,190.03,191.18,189.77,190.8,12496
2023-07-14,190.5,191.17,189.62,190.39,15260
2023-07-17,192.35,194.31,192.14,194.04,13146
2023-07-18,192.99,194.26,192.41,194.07,14520
2023-07-19,193.23,198.2,192.65,195.0,18920
2023-07-20,195.45,196.45,192.5,193.18,21150
2023-07-21,194.32,194.95,191.31,191.96,19987
2023-07-24,193.71,194.9,192.29,192.34,18482
2023-07-25,193.36,194.43,192.88,193.84,13272
2023-07-26,193.9,195.62,193.31,194.17,19640
2023-07-27,195.93,197.19,192.57,193.09,21506
2023-07-28,194.67,196.61,194.67,195.78,17577
2023-07-31,196.28,196.48,195.25,195.9,16219
2023-08-01,196.08,196.72,195.27,195.57,16500
2023-08-02,194.87,194.98,191.84,192.52,20838
2023-08-03,192.06,192.36,190.83,191.45,20792
2023-08-04,184.71,187.36,182.07,182.25,21552
2023-08-07,182.56,182.73,177.36,178.98,20745
2023-08-08,179.34,180.24,177.58,179.98,18904
2023-08-09,180.33,180.38,177.01,178.23,20126
2023-08-10,179.16,180.74,177.6,177.88,26395
2023-08-11,177.46,178.62,176.57,177.93,20959
2023-08-14,177.64,179.68,177.29,179.0,18371
2023-08-15,179.15,179.46,177.05,177.29,18299
2023-08-16,177.41,178.52,176.64,176.71,21433
2023-08-17,177.31,177.36,173.48,174.62,21384
2023-08-18,172.94,175.03,172.33,174.35,24157
2023-08-21,174.67,176.12,173.73,175.96,18960
2023-08-22,176.58,177.67,176.24,177.24,17810
2023-08-23,178.5,181.54,178.5,181.11,16063
2023-08-24,180.49,181.09,176.03,176.43,20107
2023-08-25,177.79,179.13,175.82,178.53,27207
2023-08-28,179.46,180.58,178.55,179.99,19450
2023-08-29,179.54,184.89,179.5,184.03,16656
2023-08-30,185.26,187.76,184.77,187.52,18327
2023-08-31,188.06,189.11,187.48,188.36,17312
2023-09-01,189.65,189.91,188.27,189.37,18226
2023-09-05,188.26,189.97,187.6,189.76,17165
2023-09-06,188.51,188.72,181.47,182.77,19663
2023-09-07,174.9,178.2,173.55,177.81,22079
2023-09-08,179.04,180.22,177.79,177.98,19944
2023-09-11,180.13,180.18,177.35,179.3,17525
2023-09-12,179.49,180.09,174.83,176.33,21085
2023-09-13,176.76,177.26,174.07,174.34,17808
2023-09-14,173.83,176.08,173.55,175.71,17019
2023-09-15,175.92,176.04,173.82,174.85,17360
2023-09-18,176.99,179.37,176.43,178.03,17159
2023-09-19,177.52,179.61,177.13,179.07,17544
2023-09-20,179.26,179.3,175.57,175.88,21337
2023-09-21,175.17,176.29,173.98,174.09,21213
2023-09-22,174.17,177.06,174.05,174.85,19874
2023-09-25,174.94,176.94,174.2,175.48,20308
2023-09-26,174.76,174.76,171.66,172.13,18424
2023-09-27,172.94,173.01,169.05,170.2,21846
2023-09-28,167.94,172.01,167.94,170.66,23386
2023-09-29,172.17,173.06,170.34,171.47,24789
2023-10-02,171.12,174.29,171.12,173.31,26398
2023-10-03,172.63,173.62,170.82,172.2,24093
2023-10-04,171.5,174.19,171.15,173.68,23860
2023-10-05,173.99,175.44,172.68,174.95,21046
2023-10-06,174.54,177.98,173.18,177.45,21614
2023-10-09,176.67,179.04,175.8,178.91,18065
2023-10-10,178.45,179.71,177.94,178.27,17365
2023-10-11,178.35,179.66,177.61,179.54,17981
2023-10-12,179.98,182.33,179.03,180.59,20746
2023-10-13,181.79,181.8,178.13,179.05,23819
2023-10-16,176.58,179.06,176.58,178.78,18733
2023-10-17,176.92,178.41,174.79,177.09,22596
2023-10-18,175.61,177.56,175.1,175.74,23439
2023-10-19,176.26,177.83,175.19,175.56,30827
2023-10-20,174.92,175.4,172.64,172.85,25325
2023-10-23,171.43,173.99,169.97,173.08,24287
2023-10-24,173.2,173.66,171.45,173.32,22076
2023-10-25,171.76,173.05,170.64,171.14,24914
2023-10-26,170.34,171.36,165.69,166.89,26725
2023-10-27,167.1,168.94,166.84,168.01,27206
2023-10-30,169.07,171.16,168.87,170.25,24742
2023-10-31,169.29,170.89,167.9,170.88,22353
2023-11-01,171.04,174.21,170.08,174.03,25117
2023-11-02,175.59,177.71,175.54,177.56,18053
2023-11-03,173.62,176.69,173.36,176.66,20670
2023-11-06,176.6,179.42,176.47,179.19,18806
2023-11-07,179.4,182.43,178.96,181.86,16607
2023-11-08,182.4,183.44,181.59,182.91,19186
2023-11-09,183.11,184.11,181.81,182.36,22697
2023-11-10,183.74,186.49,183.52,186.36,16595
2023-11-13,185.85,185.89,184.2,184.71,14509
2023-11-14,187.22,188.1,186.31,187.25,14785
2023-11-15,187.84,189.49,187.78,188.08,15450
2023-11-16,189.93,190.94,188.72,189.71,18116
2023-11-17,190.15,190.25,188.58,189.65,15160
2023-11-20,190.54,191.89,190.43,191.35,14412
2023-11-21,191.05,191.27,189.75,190.64,15265
2023-11-22,192.35,192.91,190.82,191.29,15473
2023-11-24,190.54,190.71,189.25,189.91,7803
2023-11-27,190.22,190.66,188.9,189.66,12720
2023-11-28,189.61,191.07,189.38,190.2,13782
2023-11-29,191.82,192.08,188.97,189.24,14543
2023-11-30,189.84,190.31,188.19,189.82,16585
2023-12-01,189.91,191.54,189.22,190.93,18291
2023-12-04,189.77,189.98,187.45,189.2,15599
2023-12-05,191.39,194.39,191.25,193.07,19272
2023-12-06,194.48,194.6,192.14,192.22,16670
2023-12-07,193.84,194.98,193.84,194.3,16296
2023-12-08,194.41,195.98,193.66,195.88,16805
2023-12-11,193.24,193.4,191.43,193.08,15097
2023-12-12,192.95,194.55,191.73,194.5,13819
2023-12-13,195.51,197.98,195.24,197.33,16697
2023-12-14,198.6,199.61,196.16,197.67,19273
2023-12-15,197.68,198.38,197.01,197.81,14972
2023-12-18,196.24,196.61,194.39,196.14,11993
2023-12-19,196.4,196.94,195.89,196.71,11462
2023-12-20,197.06,197.67,195.14,195.39,16969
2023-12-21,196.83,197.07,193.5,194.81,19207
2023-12-22,195.35,195.38,192.96,193.62,15063
2023-12-26,193.7,193.89,192.83,193.02,8843
2023-12-27,192.62,193.49,191.09,192.86,12684
2023-12-28,194.56,194.64,193.23,193.24,11114
2023-12-29,194.28,194.3,191.72,192.42,15436
2024-01-02,187.77,188.43,183.89,185.44,19324
2024-01-03,184.5,185.86,183.43,184.09,21173
2024-01-04,182.5,183.07,180.87,181.8,15800
2024-01-05,181.86,182.74,180.18,181.11,19421
2024-01-08,182.21,185.46,181.5,185.43,14393
2024-01-09,183.64,185.07,182.73,185.06,17013
2024-01-10,184.67,186.39,183.92,185.94,15229
